
Host: chem76fgv94lws

Timers On : Sat Jul 25 14:40:09 2026
Timers Off: Sat Jul 25 18:39:42 2026

Wall Time:    14373.49 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| RV: Form V                        :  41130.417u     10.567s  15976.843w  14416 calls
| | Properties                      :  18243.268p                         33873412 calls
| | Functional                      :   3010.577p                         33873412 calls
| | V_xc                            :  10402.792p                         33873412 calls
| JK: D                             :     12.183u      0.483s     17.611w  14416 calls
| JK: USO2AO                        :      0.333u      0.000s      0.128w  14416 calls
| JK: JK                            :  31362.983u   6790.300s  15589.585w  14416 calls
| | JK: (Q|mn) Read                 :   1343.333u   1710.750s   1309.208w  28832 calls
| | JK: J                           :    736.433u      5.833s    308.200w  28832 calls
| | | JK: J1                        :    360.000u      2.817s    149.174w  28832 calls
| | | JK: J2                        :    348.383u      2.367s    152.375w  28832 calls
| | JK: K                           :   9771.000u    867.550s   4248.633w  28832 calls
| | | JK: K1                        :   7641.700u    657.733s   3224.674w  28832 calls
| | | JK: K2                        :   2112.883u    209.633s   1022.520w  28832 calls
| | JK: (Q|mn)^L Read               :   1052.000u   1340.100s   1010.749w  43713 calls
| | JK: (Q|mn)^R Read               :   1003.067u   1326.250s   1004.599w  43713 calls
| | JK: wK                          :  16874.033u    898.183s   7161.994w  43713 calls
| | | JK: wK1                       :  14575.317u    651.733s   5994.442w  87426 calls
| | | JK: wK2                       :   2263.550u    245.583s   1164.992w  43713 calls
| JK: AO2USO                        :      0.150u      0.017s      0.048w  14416 calls
HF: Form F                          :     11.117u      0.500s     23.473w  14416 calls
HF: Form D                          :      8.767u      0.217s     11.346w  14416 calls
HF: DIIS                            :    447.550u     35.233s    469.884w  13951 calls
HF: Form C                          :    552.900u     11.700s    848.090w  13951 calls
JK: (A|Q)^-1/2                      :    471.600u     10.717s    326.969w    465 calls
| Libint2ERI::Libint2ERI            :      0.583u      0.000s      0.285w    930 calls
JK: (A|mn)^R                        :    990.400u      0.383s    391.430w    465 calls
JK: D                               :   3092.867u      0.333s     41.821w  13520 calls
JK: USO2AO                          :      1.783u      0.017s      0.122w  13520 calls
JK: JK                              : 154609.900u   2484.550s  13029.308w  13520 calls
| JK: J                             :  46273.283u      7.000s    563.382w  13520 calls
| | JK: J1                          :  24166.850u      3.250s    289.220w  13520 calls
| | JK: J2                          :  21901.767u      3.217s    271.135w  13520 calls
| JK: K                             :  84908.683u   1092.900s   4780.037w  13520 calls
| | JK: K1                          :  82877.650u    893.850s   3793.392w  13520 calls
| | JK: K2                          :   2001.867u    198.883s    985.763w  13520 calls
| JK: wK                            :  17045.367u   1089.117s   7356.225w  27040 calls
| | JK: wK1                         :  14875.300u    860.683s   6275.886w  54080 calls
| | JK: wK2                         :   2148.433u    228.033s   1078.884w  27040 calls
JK: AO2USO                          :      0.167u      0.000s      0.053w  13520 calls
RV: Form V                          :  74769.017u     12.483s  16739.961w  13520 calls
| Properties                        :  19657.765p                         31769158 calls
| Functional                        :   3058.171p                         31769158 calls
| V_xc                              :  10356.168p                         31769158 calls
Grad: V T Perturb                   :   1141.633u      0.167s     21.758w    465 calls
Grad: S                             :    127.433u      0.083s      4.407w    465 calls
Grad: JK                            :  11235.150u    492.150s   4665.321w    465 calls
| JKGrad: Amn                       :   1844.250u    145.333s    631.423w    465 calls
| | Libint2ERI::Libint2ERI          :    463.083u      0.850s     26.075w    465 calls
| JKGrad: Awmn                      :   1563.833u    144.867s    737.283w    465 calls
| | Libint2ErfERI::Libint2ErfERI    :    135.833u      1.767s     69.291w    930 calls
| JKGrad: AB                        :    603.633u     36.183s    340.642w    465 calls
| | Libint2ERI::Libint2ERI          :      0.483u      0.000s      0.270w    930 calls
| JKGrad: UV                        :    143.433u     23.100s     64.692w    465 calls
| JKGrad: ABx                       :     74.317u      2.117s     28.034w    465 calls
| | Libint2ERI::Libint2ERI          :      0.417u      0.017s      0.164w    465 calls
| JKGrad: Amnx                      :   6971.967u    136.250s   2859.261w    465 calls
| | Libint2ERI::Libint2ERI          :     60.550u      0.883s     24.363w    465 calls
| | Libint2ErfERI::Libint2ErfERI    :     69.450u      1.033s     28.973w    465 calls
Grad: XC                            :   2511.417u      0.350s    983.883w    465 calls
| Properties                        :   1271.892p                         1092615 calls
| Functional                        :    100.262p                         1092615 calls
| V_xc gradient                     :    585.277p                         1092615 calls

**************************************************************************************

Host: chem76fgv94lws

Timers On : Tue Jul 28 19:51:16 2026
Timers Off: Thu Jul 30 14:27:24 2026

Wall Time:   153368.74 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
V: Grid                             :   3960.833u     12.300s    910.980w   2150 calls
build grid                          :   3321.967u      3.633s    667.255w   2150 calls
post-process grid                   :    637.000u      8.650s    243.254w   2150 calls
DFH: sparsity prep                  :    100.500u      0.033s     72.163w   1075 calls
Libint2ERI::Libint2ERI              :   2331.167u      6.717s    311.862w  19350 calls
Libint2ErfERI::Libint2ErfERI        :    558.983u      5.833s    261.866w   5375 calls
JK: (A|Q)^-1                        :   1731.183u    102.800s    887.449w   2150 calls
JK: (A|mn)                          :   2756.000u    266.383s   1039.737w   2150 calls
JK: (Q|mn)                          :   2245.683u    200.867s    886.391w   2150 calls
JK: (Q|mn) Write                    :     54.883u     62.000s     41.389w   1075 calls
JK: (A|mn)^L                        :   2687.933u    216.833s   1010.031w   2150 calls
JK: (Q|mn)^L                        :   2210.683u    200.033s    874.258w   2150 calls
JK: (Q|mn)^L Write                  :     55.583u     62.367s     41.369w   1075 calls
JK: (Q|mn)^R                        :   2634.533u    196.450s    974.055w   1075 calls
JK: (Q|mn)^R Write                  :     78.817u     95.300s     65.157w   1075 calls
HF: Form core H                     :     46.033u      0.633s     19.912w   1075 calls
HF: Form S/X                        :     38.267u      0.650s     42.882w   1075 calls
HF: Guess                           :    393.183u     91.267s    223.973w   1075 calls
SAD Guess                           :    388.933u     91.117s    222.145w   1075 calls
HF: Form G                          : 145199.667u  12817.983s  54496.590w  33321 calls
RV: Form V                          : 277012.317u     43.683s  58214.927w  67779 calls
Properties                          :  69552.551p                         162940912 calls
Functional                          :  10738.133p                         162940912 calls
V_xc                                :  37681.350p                         160397017 calls
JK: D                               :   4371.133u      1.117s     69.141w  67779 calls
JK: USO2AO                          :      5.500u      0.083s      0.524w  67779 calls
JK: JK                              : 587522.050u  17158.633s  53035.180w  67779 calls
JK: (Q|mn) Read                     :   3036.750u   3460.683s   2297.633w  66642 calls
JK: J                               : 119158.783u     26.483s   1616.516w 101100 calls
